09-22-23_02-38-24-686 - Logging Started
02-42-52-999 - (CPU-T) --- <Steps>60 <S-Sim>1.01 <C-Sim>1.01 <AI>0.0491/0.0255/0.6104 <Acq>0.0020/0.0011/1.8829 <SH>0.0002/0.0001/0.0006 <CH>0.0003/0.0001/0.0130 <PS>0.0071/0.0055/0.0489 <PI>0.0009/0.0008/0.0032 <PD>0.0003/0.0002/0.0016 <PA>0.0002/0.0002/0.0009 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0078 <NET1>0.0004/0.0003/0.0010> <DB>0.1644/0.1623/0.1665>
02-42-56-158 - (CPU-T) --- <Steps>59 <S-Sim>0.99 <C-Sim>0.99 <AI>0.0449/0.0259/0.5382 <Acq>0.0019/0.0011/0.1675 <SH>0.0002/0.0002/0.0008 <CH>0.0003/0.0002/0.0007 <PS>0.0069/0.0054/0.0753 <PI>0.0009/0.0008/0.0046 <PD>0.0003/0.0002/0.0016 <PA>0.0002/0.0002/0.0004 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0004 <NET1>0.0004/0.0002/0.0011> <DB>0.1569/0.1569/0.1569>
02-42-59-158 - (CPU-T) --- <Steps>58 <S-Sim>0.98 <C-Sim>0.98 <AI>0.0439/0.0239/0.6830 <Acq>0.0018/0.0011/2.0454 <SH>0.0002/0.0001/0.0076 <CH>0.0003/0.0002/0.0008 <PS>0.0067/0.0052/0.0402 <PI>0.0009/0.0008/0.0035 <PD>0.0003/0.0002/0.0014 <PA>0.0002/0.0002/0.0006 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0003 <NET1>0.0004/0.0003/0.0008> <DB>0.1769/0.1501/0.2036>
02-43-02-317 - (CPU-T) --- <Steps>60 <S-Sim>1 <C-Sim>1 <AI>0.0574/0.0287/0.6548 <Acq>0.0024/0.0012/1.7981 <SH>0.0003/0.0002/0.0005 <CH>0.0003/0.0002/0.0009 <PS>0.0079/0.0057/0.1116 <PI>0.0009/0.0008/0.0599 <PD>0.0003/0.0002/0.0108 <PA>0.0002/0.0002/0.0006 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0005 <NET1>0.0004/0.0003/0.0010> <DB>0.1565/0.1564/0.1565>
02-43-05-317 - (CPU-T) --- <Steps>57 <S-Sim>0.97 <C-Sim>0.97 <AI>0.0597/0.0293/0.5656 <Acq>0.0026/0.0013/0.1434 <SH>0.0003/0.0001/0.0005 <CH>0.0003/0.0002/0.0194 <PS>0.0087/0.0059/0.0560 <PI>0.0009/0.0008/0.0034 <PD>0.0004/0.0002/0.0016 <PA>0.0002/0.0002/0.0005 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0003 <NET1>0.0005/0.0003/0.0054> <DB>0.1700/0.1642/0.1757>
02-43-08-318 - (CPU-T) --- <Steps>60 <S-Sim>1.01 <C-Sim>1.01 <AI>0.0606/0.0329/0.5433 <Acq>0.0026/0.0015/1.7669 <SH>0.0003/0.0001/0.0006 <CH>0.0003/0.0002/0.0189 <PS>0.0088/0.0059/0.0342 <PI>0.0009/0.0008/0.0033 <PD>0.0004/0.0002/0.0015 <PA>0.0002/0.0002/0.0005 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0004 <NET1>0.0005/0.0003/0.0011> <DB>0.1592/0.1592/0.1592>
02-43-11-951 - (CPU-T) --- <Steps>51 <S-Sim>0.86 <C-Sim>0.86 <AI>0.0609/0.0253/0.7213 <Acq>0.0024/0.0012/0.1896 <SH>0.0002/0.0001/0.0128 <CH>0.0003/0.0002/0.0008 <PS>0.0084/0.0056/0.0344 <PI>0.0009/0.0008/0.0228 <PD>0.0004/0.0002/0.0016 <PA>0.0002/0.0002/0.0006 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0003 <NET1>0.0005/0.0003/0.0011> <DB>0.1552/0.1422/0.1681>
02-43-14-951 - (CPU-T) --- <Steps>60 <S-Sim>1.01 <C-Sim>1.01 <AI>0.0606/0.0277/0.7664 <Acq>0.0023/0.0013/1.7016 <SH>0.0002/0.0002/0.0006 <CH>0.0003/0.0002/0.0192 <PS>0.0086/0.0056/0.0661 <PI>0.0009/0.0008/0.0032 <PD>0.0004/0.0002/0.0192 <PA>0.0002/0.0002/0.0005 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0003 <NET1>0.0006/0.0003/0.0064> <DB>0.1638/0.1600/0.1676>
02-43-18-109 - (CPU-T) --- <Steps>57 <S-Sim>0.96 <C-Sim>0.96 <AI>0.0596/0.0280/0.5585 <Acq>0.0024/0.0013/1.7965 <SH>0.0002/0.0001/0.0137 <CH>0.0003/0.0002/0.0008 <PS>0.0083/0.0056/0.0714 <PI>0.0009/0.0008/0.0145 <PD>0.0004/0.0002/0.0120 <PA>0.0002/0.0002/0.0005 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0003 <NET1>0.0005/0.0003/0.0009> <DB>0.1517/0.1490/0.1544>
02-43-21-109 - (CPU-T) --- <Steps>60 <S-Sim>1.01 <C-Sim>1.01 <AI>0.0559/0.0282/1.1188 <Acq>0.0023/0.0012/0.1712 <SH>0.0003/0.0001/0.0006 <CH>0.0003/0.0002/0.0008 <PS>0.0078/0.0056/0.0488 <PI>0.0009/0.0008/0.0182 <PD>0.0004/0.0002/0.0170 <PA>0.0002/0.0002/0.0005 <DR>0.0000/0.0000/0.0000 <AV>0.0002/0.0001/0.0003 <NET1>0.0004/0.0002/0.0149> <DB>0.1622/0.1589/0.1654>
